SDF assignment March 2019, simulated position coordinate readings
LZF, 12 Mar 2019
time/s xMeas/m yMeas/m
831300 -5959.85 -5740.71
831360 -5946.16 -5739.20
831420 -5948.67 -5746.55
831480 -5944.15 -5729.85
831540 -5951.03 -5746.98
831600 -5951.12 -5744.00
831660 -5954.91 -5745.53
831720 -5944.62 -5741.84
831780 -5948.54 -5742.41
831840 -5958.41 -5736.27
831900 -5955.45 -5742.56
831960 -5948.95 -5745.51
832020 -5954.39 -5741.92
832080 -5944.43 -5743.77
832140 -5954.97 -5742.18
832200 -5954.97 -5738.04
832260 -5942.84 -5738.32
832320 -5960.70 -5734.82
832380 -5949.22 -5737.11
832440 -5947.17 -5735.24
832500 -5947.98 -5741.71
832560 -5956.40 -5738.89
832620 -5941.71 -5745.34
832680 -5956.90 -5739.50
832740 -5944.00 -5736.70
832800 -5953.61 -5738.10
832860 -5950.01 -5742.85
832920 -5958.41 -5745.68
832980 -5953.07 -5738.26
833040 -5945.38 -5740.03
833100 -5950.44 -5739.56
833160 -5951.47 -5737.57
833220 -5961.20 -5743.09
833280 -5942.09 -5739.06
833340 -5951.96 -5738.60
833400 -5946.00 -5741.91
833460 -5950.98 -5740.05
833520 -5953.64 -5744.21
833580 -5946.71 -5731.27
833640 -5945.95 -5742.33
833700 -5951.44 -5743.01
833760 -5959.46 -5736.50
833820 -5950.07 -5746.25
833880 -5954.16 -5733.82
833940 -5949.40 -5734.31
834000 -5945.17 -5738.84
834060 -5942.28 -5738.51
834120 -5945.59 -5742.07
834180 -5946.20 -5739.62
834240 -5951.74 -5739.17
834300 -5950.68 -5743.07
834360 -5954.39 -5740.04
834420 -5949.50 -5742.35
834480 -5946.38 -5740.68
834540 -5952.53 -5741.59
834600 -5948.73 -5739.52
834660 -5947.46 -5739.42
834720 -5953.61 -5738.69
834780 -5957.35 -5738.60
834840 -5946.02 -5741.37
834900 -5941.22 -5741.93
834960 -5947.79 -5737.92
835020 -5955.74 -5734.78
835080 -5947.08 -5738.98
835140 -5948.73 -5737.82
835200 -5952.89 -5743.46
835260 -5941.49 -5739.36
835320 -5943.70 -5741.01
835380 -5948.56 -5736.80
835440 -5945.38 -5736.07
835500 -5952.62 -5737.33
835560 -5953.55 -5740.69
835620 -5946.66 -5741.55
835680 -5946.58 -5740.46
835740 -5949.67 -5740.91
835800 -5946.11 -5735.78
835860 -5951.90 -5740.99
835920 -5940.07 -5735.73
835980 -5946.56 -5734.67
836040 -5947.18 -5740.30
836100 -5944.30 -5739.68
836160 -5951.67 -5742.00
836220 -5958.49 -5734.66
836280 -5951.82 -5735.71
836340 -5950.23 -5741.13
836400 -5940.70 -5740.33
836460 -5950.69 -5738.70
836520 -5949.77 -5737.38
836580 -5949.16 -5741.36
836640 -5953.49 -5739.87
836700 -5945.65 -5742.25
836760 -5947.02 -5745.98
836820 -5945.95 -5737.54
836880 -5946.00 -5745.93
836940 -5951.18 -5740.38
837000 -5951.40 -5746.92
837060 -5951.26 -5742.26
837120 -5954.95 -5750.88
837180 -5956.30 -5746.91
837240 -5961.30 -5754.63
837300 -5958.77 -5745.14
837360 -5956.80 -5748.15
837420 -5953.67 -5744.32
837480 -5959.73 -5747.43
837540 -5961.42 -5758.91
837600 -5958.27 -5749.98
837660 -5959.89 -5749.39
837720 -5960.13 -5760.20
837780 -5955.18 -5749.43
837840 -5955.91 -5755.42
837900 -5963.76 -5755.94
837960 -5965.79 -5757.28
838020 -5960.04 -5759.44
838080 -5955.98 -5763.45
838140 -5964.28 -5759.08
838200 -5962.12 -5751.23
838260 -5964.94 -5759.11
838320 -5969.35 -5757.20
838380 -5963.98 -5767.13
838440 -5968.21 -5760.56
838500 -5964.53 -5757.00
838560 -5970.44 -5761.03
838620 -5970.28 -5763.90
838680 -5973.77 -5755.18
838740 -5966.82 -5765.78
838800 -5973.72 -5769.09
838860 -5973.45 -5763.95
838920 -5963.77 -5764.40
838980 -5972.98 -5771.09
839040 -5969.32 -5765.10
839100 -5975.35 -5766.60
839160 -5976.20 -5767.84
839220 -5977.38 -5769.39
839280 -5966.87 -5769.21
839340 -5981.28 -5767.41
839400 -5978.95 -5774.45
839460 -5980.88 -5770.55
839520 -5967.18 -5775.72
839580 -5983.16 -5776.31
839640 -5977.74 -5773.75
839700 -5978.58 -5775.53
839760 -5980.74 -5772.52
839820 -5978.97 -5776.22
839880 -5976.82 -5772.63
839940 -5982.49 -5780.37
